# T_final      =  1.0
# m0           =  1.0
# mu2          =  -1.0
# lambda       =  1.0
# pertubative  =  0
# n_burnin     =  10000
# n_samples    =  100000
# hmc_sampling =  1
# T_hmc        =  40.0
# dt_hmc       =  0.01
# n_burnin_hmc =  10000
    00000008    1.01021000    0.20883000
    00000016    0.91504500    0.09913500
    00000032    0.88647100    0.04958530
    00000064    0.85188700    0.02782420
    00000128    0.84248500    0.01346100
