# T_final         =  1.0
# m0              =  1.0
# mu2             =  1.0
# lambda          =  1.0
# sigma           =  1.0
# renormalisation =  2
# n_burnin        =  10000
# n_samples       =  1000000
# hmc_sampling    =  0
# T_hmc           =  40.0
# dt_hmc          =  0.01
# n_burnin_hmc    =  10000
    00000008    2.01289000    0.01672430
    00000016    2.01072000    0.00423833
    00000032    2.00774000    0.00105772
    00000064    2.01491000    0.00026316
    00000128    2.00437000    0.00006661
